branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 1699, 16, 0, 58, 0, 0, 0, 42, 0, 35611, 9792, 19905
50, 2, 1935, 31, 0, 173, 0, 0, 0, 142, 0, 29358, 13673, 39843
50, 2, 2187, 26, 0, 112, 0, 0, 0, 86, 0, 52194, 16644, 29419
50, 2, 1235, 2, 0, 5, 0, 0, 0, 3, 0, 41078, 6058, 29710
50, 2, 2009, 36, 0, 154, 0, 0, 0, 118, 0, 47222, 16699, 31486
50, 2, 1643, 28, 0, 108, 0, 0, 0, 80, 0, 35837, 13181, 30759
50, 2, 1792, 28, 0, 178, 0, 0, 0, 150, 0, 29462, 15292, 32723
50, 2, 1771, 7, 0, 43, 0, 0, 0, 36, 0, 38007, 8515, 18887
50, 2, 1411, 44, 0, 193, 0, 0, 0, 149, 0, 22687, 12489, 27202
50, 2, 1951, 41, 0, 184, 0, 0, 0, 143, 0, 22851, 18743, 42107
50, 2, 1618, 17, 0, 87, 0, 0, 0, 70, 0, 23605, 12312, 40134
50, 2, 1848, 4, 0, 21, 0, 0, 0, 17, 0, 22041, 9318, 35865
50, 2, 1951, 26, 0, 142, 0, 0, 0, 116, 0, 40828, 15853, 37790
50, 2, 1714, 16, 0, 83, 0, 0, 0, 67, 0, 42071, 10083, 32533
50, 2, 1666, 5, 0, 10, 0, 0, 0, 5, 0, 40993, 7143, 34816
50, 2, 1860, 8, 0, 19, 0, 0, 0, 11, 0, 61443, 11200, 41541
50, 2, 2072, 47, 0, 251, 0, 0, 0, 204, 0, 30503, 17450, 49456
50, 2, 1101, 40, 0, 206, 0, 0, 0, 166, 0, 32706, 11552, 16587
50, 2, 1803, 42, 0, 208, 0, 0, 0, 166, 0, 30354, 22436, 28777
50, 2, 1902, 43, 0, 233, 0, 0, 0, 190, 0, 43471, 16905, 39511
50, 2, 1388, 24, 0, 111, 0, 0, 0, 87, 0, 29931, 12809, 27536
50, 2, 2044, 36, 0, 180, 0, 0, 0, 144, 0, 35442, 18249, 20055
50, 2, 1434, 47, 0, 309, 0, 0, 0, 262, 0, 25366, 16341, 34985
50, 2, 1695, 36, 0, 168, 0, 0, 0, 132, 0, 36024, 13449, 29477
50, 2, 2237, 25, 0, 147, 0, 0, 0, 122, 0, 30243, 16122, 32891
50, 2, 1333, 41, 0, 231, 0, 0, 0, 190, 0, 42511, 12269, 18766
50, 2, 1858, 19, 0, 77, 0, 0, 0, 58, 0, 29157, 10402, 25701
50, 2, 1012, 16, 0, 108, 0, 0, 0, 92, 0, 57156, 8317, 14669
50, 2, 2213, 24, 0, 141, 0, 0, 0, 117, 0, 57434, 15760, 32023
50, 2, 1846, 30, 0, 148, 0, 0, 0, 118, 0, 30872, 17637, 23949
50, 2, 1752, 23, 0, 140, 0, 0, 0, 117, 0, 25214, 15912, 37936
50, 2, 1386, 43, 0, 174, 0, 0, 0, 131, 0, 22133, 14018, 18025
50, 2, 2106, 15, 0, 96, 0, 0, 0, 81, 0, 45451, 12724, 27355
50, 2, 1406, 11, 0, 58, 0, 0, 0, 47, 0, 30458, 8819, 41857
50, 2, 1517, 39, 0, 157, 0, 0, 0, 118, 0, 34186, 15023, 31478
50, 2, 1661, 41, 0, 224, 0, 0, 0, 183, 0, 32204, 14880, 39615
50, 2, 2005, 48, 0, 253, 0, 0, 0, 205, 0, 27195, 18850, 44110
50, 2, 2184, 14, 0, 83, 0, 0, 0, 69, 0, 36091, 14985, 33782
50, 2, 1803, 15, 0, 108, 0, 0, 0, 93, 0, 44019, 13042, 28447
50, 2, 1904, 32, 0, 191, 0, 0, 0, 159, 0, 33670, 14836, 37890
50, 2, 1852, 7, 0, 37, 0, 0, 0, 30, 0, 50957, 10209, 22891
50, 2, 1505, 48, 0, 228, 0, 0, 0, 180, 0, 33118, 14803, 32272
50, 2, 2129, 41, 0, 232, 0, 0, 0, 191, 0, 38786, 23166, 38172
50, 2, 1817, 2, 0, 7, 0, 0, 0, 5, 0, 36293, 7072, 30104
50, 2, 1697, 9, 0, 34, 0, 0, 0, 25, 0, 23830, 8741, 38993
50, 2, 1312, 35, 0, 185, 0, 0, 0, 150, 0, 45575, 10788, 20738
50, 2, 1856, 23, 0, 102, 0, 0, 0, 79, 0, 36826, 14472, 49837
50, 2, 1193, 20, 0, 91, 0, 0, 0, 71, 0, 24426, 9619, 26441
50, 2, 1915, 13, 0, 57, 0, 0, 0, 44, 0, 32357, 9919, 38659
50, 2, 2160, 39, 0, 192, 0, 0, 0, 153, 0, 37491, 16564, 44680
50, 2, 1597, 50, 0, 299, 0, 0, 0, 249, 0, 24430, 22357, 41652
50, 2, 1649, 3, 0, 14, 0, 0, 0, 11, 0, 34516, 7699, 25917
50, 2, 1669, 30, 0, 164, 0, 0, 0, 134, 0, 36770, 15692, 25734
50, 2, 1680, 29, 0, 148, 0, 0, 0, 119, 0, 49380, 13566, 21975
50, 2, 1609, 20, 0, 91, 0, 0, 0, 71, 0, 28210, 10730, 24388
50, 2, 1354, 48, 0, 218, 0, 0, 0, 170, 0, 49513, 17292, 22915
50, 2, 1533, 13, 0, 117, 0, 0, 0, 104, 0, 41193, 9770, 23207
50, 2, 1819, 12, 0, 68, 0, 0, 0, 56, 0, 49208, 11284, 24070
50, 2, 1970, 20, 0, 103, 0, 0, 0, 83, 0, 25341, 12554, 26766
50, 2, 2093, 47, 0, 217, 0, 0, 0, 170, 0, 39309, 17992, 44724
50, 2, 2189, 40, 0, 180, 0, 0, 0, 140, 0, 28793, 20187, 38509
50, 2, 2002, 29, 0, 188, 0, 0, 0, 159, 0, 46573, 22146, 41006
50, 2, 1798, 22, 0, 89, 0, 0, 0, 67, 0, 33096, 9964, 31344
50, 2, 1655, 33, 0, 185, 0, 0, 0, 152, 0, 61502, 16872, 22862
50, 2, 2356, 47, 0, 216, 0, 0, 0, 169, 0, 50046, 20478, 32462
50, 2, 2306, 34, 0, 136, 0, 0, 0, 102, 0, 28980, 19713, 29107
50, 2, 1687, 27, 0, 132, 0, 0, 0, 105, 0, 23275, 12723, 39194
50, 2, 1741, 41, 0, 205, 0, 0, 0, 164, 0, 38650, 21136, 40436
50, 2, 1713, 31, 0, 125, 0, 0, 0, 94, 0, 66629, 13735, 25382
50, 2, 2025, 27, 0, 98, 0, 0, 0, 71, 0, 39188, 13501, 41447
50, 2, 1585, 28, 0, 141, 0, 0, 0, 113, 0, 19815, 17938, 20957
50, 2, 2182, 28, 0, 157, 0, 0, 0, 129, 0, 40642, 13989, 30021
50, 2, 1684, 34, 0, 146, 0, 0, 0, 112, 0, 48149, 13912, 20193
50, 2, 1991, 14, 0, 66, 0, 0, 0, 52, 0, 32839, 12016, 43632
50, 2, 2042, 5, 0, 28, 0, 0, 0, 23, 0, 57299, 11640, 33580
50, 2, 2395, 26, 0, 141, 0, 0, 0, 115, 0, 41542, 15108, 25905
50, 2, 1378, 48, 0, 336, 0, 0, 0, 288, 0, 30424, 16354, 31922
50, 2, 1935, 42, 0, 192, 0, 0, 0, 150, 0, 40229, 17441, 33767
50, 2, 1041, 6, 0, 39, 0, 0, 0, 33, 0, 34046, 7164, 19000
50, 2, 1997, 10, 0, 63, 0, 0, 0, 53, 0, 55012, 10335, 35203
50, 2, 2182, 2, 0, 5, 0, 0, 0, 3, 0, 44377, 9178, 33312
50, 2, 1710, 9, 0, 33, 0, 0, 0, 24, 0, 27101, 7640, 26221
50, 2, 2047, 41, 0, 207, 0, 0, 0, 166, 0, 30373, 22484, 54125
50, 2, 2028, 23, 0, 105, 0, 0, 0, 82, 0, 41691, 17424, 35773
50, 2, 1731, 10, 0, 61, 0, 0, 0, 51, 0, 27438, 10834, 30333
50, 2, 2171, 25, 0, 137, 0, 0, 0, 112, 0, 45768, 16352, 23200
50, 2, 2152, 48, 0, 238, 0, 0, 0, 190, 0, 39430, 20583, 27567
50, 2, 2302, 9, 0, 60, 0, 0, 0, 51, 0, 65106, 16924, 34659
50, 2, 1790, 10, 0, 51, 0, 0, 0, 41, 0, 50045, 10107, 24319
50, 2, 1439, 45, 0, 234, 0, 0, 0, 189, 0, 31092, 16491, 33856
50, 2, 1539, 50, 0, 349, 0, 0, 0, 299, 0, 42678, 17833, 22246
50, 2, 1740, 48, 0, 221, 0, 0, 0, 173, 0, 43498, 18860, 23429
50, 2, 2201, 42, 0, 259, 0, 0, 0, 217, 0, 49055, 23524, 41069
50, 2, 2247, 35, 0, 170, 0, 0, 0, 135, 0, 42853, 16988, 36492
50, 2, 1190, 43, 0, 186, 0, 0, 0, 143, 0, 40284, 13664, 22350
50, 2, 1757, 15, 0, 88, 0, 0, 0, 73, 0, 32848, 11603, 25802
50, 2, 1459, 8, 0, 35, 0, 0, 0, 27, 0, 25399, 6355, 14887
