branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
94, 2, 5851, 1, 5, 1, 0, 0, 0, 0, 5, 94738, 23515, 76519
73, 2, 3540, 1, 1, 0, 0, 0, 0, 0, 0, 56881, 9066, 58290
69, 2, 3615, 1, 7, 0, 0, 0, 0, 0, 6, 41953, 9188, 48738
71, 2, 3446, 1, 7, 1, 0, 0, 0, 0, 7, 53068, 9855, 62951
107, 2, 9447, 1, 4, 1, 0, 0, 0, 0, 4, 134710, 37259, 141182
145, 2, 17087, 1, 1, 0, 0, 0, 0, 0, 0, 237670, 56021, 309051
190, 2, 27224, 1, 14, 2, 0, 0, 0, 0, 15, 323771, 135384, 565243
3, 2, 11, 1, 12, 2, 0, 0, 0, 0, 13, 3401, 301, 973
32, 2, 910, 1, 1, 1, 0, 0, 0, 0, 1, 14397, 3121, 12619
161, 2, 22856, 1, 0, 1, 0, 0, 0, 0, 0, 368989, 84175, 419326
54, 2, 2324, 1, 4, 0, 0, 0, 0, 0, 3, 49540, 8231, 35101
9, 2, 32, 1, 2, 0, 0, 0, 0, 0, 1, 5451, 368, 2111
33, 2, 1069, 1, 2, 0, 0, 0, 0, 0, 1, 26305, 3942, 24809
36, 2, 1092, 1, 2, 1, 0, 0, 0, 0, 2, 19734, 3836, 19542
100, 2, 7580, 1, 1, 0, 0, 0, 0, 0, 0, 100338, 25487, 120605
67, 2, 2754, 1, 3, 0, 0, 0, 0, 0, 2, 47943, 8668, 34994
70, 2, 3269, 1, 11, 1, 0, 0, 0, 0, 11, 52408, 9900, 42164
53, 2, 1945, 1, 1, 0, 0, 0, 0, 0, 0, 31933, 5488, 36533
100, 2, 6145, 1, 3, 2, 0, 0, 0, 0, 4, 72747, 18116, 78152
153, 2, 17746, 1, 12, 5, 0, 0, 0, 0, 16, 215758, 84285, 322075
180, 2, 24592, 1, 2, 1, 0, 0, 0, 0, 2, 263887, 75686, 471187
17, 2, 229, 1, 2, 2, 0, 0, 0, 0, 3, 8177, 1240, 8882
73, 2, 4673, 1, 4, 1, 0, 0, 0, 0, 4, 91799, 17198, 63749
7, 2, 33, 1, 1, 0, 0, 0, 0, 0, 0, 11502, 1458, 2964
3, 2, 15, 1, 11, 6, 0, 0, 0, 0, 16, 3102, 302, 1811
60, 2, 2750, 1, 11, 3, 0, 0, 0, 0, 13, 59176, 8807, 32805
90, 2, 5737, 1, 1, 1, 0, 0, 0, 0, 1, 101272, 23920, 90788
112, 2, 7849, 1, 7, 0, 0, 0, 0, 0, 6, 120575, 28630, 138793
36, 2, 957, 1, 6, 0, 0, 0, 0, 0, 5, 29154, 4875, 11023
117, 2, 9811, 1, 1, 0, 0, 0, 0, 0, 0, 135354, 31443, 165789
192, 2, 26579, 1, 3, 2, 0, 0, 0, 0, 4, 357519, 114767, 533199
174, 2, 19265, 1, 2, 0, 0, 0, 0, 0, 1, 209682, 57456, 397291
24, 2, 364, 1, 1, 0, 0, 0, 0, 0, 0, 17295, 2160, 7453
52, 2, 1810, 1, 5, 0, 0, 0, 0, 0, 4, 75186, 8487, 35505
119, 2, 10035, 1, 3, 0, 0, 0, 0, 0, 2, 138919, 31217, 185477
157, 2, 17978, 1, 4, 0, 0, 0, 0, 0, 3, 225037, 74558, 363841
45, 2, 1273, 1, 2, 0, 0, 0, 0, 0, 1, 31654, 4449, 29243
61, 2, 2919, 1, 8, 1, 0, 0, 0, 0, 8, 36172, 8740, 34012
37, 2, 1287, 1, 5, 1, 0, 0, 0, 0, 5, 22458, 4439, 18070
140, 2, 15486, 1, 6, 1, 0, 0, 0, 0, 6, 231565, 53369, 267809
181, 2, 27118, 1, 4, 0, 0, 0, 0, 0, 3, 385160, 103123, 554892
169, 2, 17332, 1, 1, 1, 0, 0, 0, 0, 1, 238961, 80410, 347716
50, 2, 1618, 1, 3, 0, 0, 0, 0, 0, 2, 69561, 5910, 29017
194, 2, 26292, 1, 2, 1, 0, 0, 0, 0, 2, 246990, 72925, 469063
166, 2, 16314, 1, 5, 1, 0, 0, 0, 0, 5, 195728, 69050, 324307
177, 2, 22042, 1, 10, 1, 0, 0, 0, 0, 10, 404262, 77743, 448199
191, 2, 28589, 1, 3, 3, 0, 0, 0, 0, 5, 406742, 151049, 611927
132, 2, 11468, 1, 1, 0, 0, 0, 0, 0, 0, 160261, 36802, 201749
179, 2, 20879, 1, 2, 1, 0, 0, 0, 0, 2, 270710, 103039, 424310
129, 2, 11837, 1, 13, 0, 0, 0, 0, 0, 12, 170007, 43710, 200147
123, 2, 11724, 1, 1, 2, 0, 0, 0, 0, 2, 158369, 56233, 201350
167, 2, 18479, 1, 1, 0, 0, 0, 0, 0, 0, 202290, 56030, 360816
139, 2, 13825, 1, 1, 1, 0, 0, 0, 0, 1, 174775, 43016, 263316
182, 2, 23877, 1, 0, 1, 0, 0, 0, 0, 0, 429346, 91083, 492646
34, 2, 940, 1, 1, 1, 0, 0, 0, 0, 1, 38005, 4368, 23066
81, 2, 5700, 1, 3, 0, 0, 0, 0, 0, 2, 81254, 17551, 71892
132, 2, 9842, 1, 1, 0, 0, 0, 0, 0, 0, 145044, 29976, 157297
110, 2, 9885, 1, 2, 0, 0, 0, 0, 0, 1, 137157, 31287, 167467
178, 2, 20044, 1, 1, 1, 0, 0, 0, 0, 1, 298171, 93546, 388663
94, 2, 6751, 1, 4, 1, 0, 0, 0, 0, 4, 106965, 22073, 108153
69, 2, 3574, 1, 5, 1, 0, 0, 0, 0, 5, 48237, 12063, 47344
162, 2, 17409, 1, 1, 1, 0, 0, 0, 0, 1, 254546, 65391, 340983
13, 2, 195, 1, 0, 1, 0, 0, 0, 0, 0, 12840, 1679, 8237
100, 2, 7547, 1, 13, 1, 0, 0, 0, 0, 13, 114914, 23686, 113855
24, 2, 403, 1, 1, 0, 0, 0, 0, 0, 0, 20351, 3627, 10343
98, 2, 6273, 1, 9, 1, 0, 0, 0, 0, 9, 128519, 22596, 101091
166, 2, 18448, 1, 6, 0, 0, 0, 0, 0, 5, 263954, 78410, 346687
21, 2, 411, 1, 1, 0, 0, 0, 0, 0, 0, 16252, 2014, 7892
87, 2, 5394, 1, 6, 2, 0, 0, 0, 0, 7, 86052, 15150, 75835
93, 2, 5956, 1, 1, 0, 0, 0, 0, 0, 0, 79052, 18392, 101511
161, 2, 13654, 1, 1, 0, 0, 0, 0, 0, 0, 188087, 47066, 309529
115, 2, 9820, 1, 2, 0, 0, 0, 0, 0, 1, 164633, 34494, 160121
68, 2, 3364, 1, 13, 0, 0, 0, 0, 0, 12, 46323, 10256, 49221
102, 2, 6656, 1, 1, 2, 0, 0, 0, 0, 2, 102754, 20589, 99929
139, 2, 13743, 1, 2, 1, 0, 0, 0, 0, 2, 157287, 58850, 258979
77, 2, 3842, 1, 6, 2, 0, 0, 0, 0, 7, 76458, 17201, 49221
180, 2, 21168, 1, 2, 1, 0, 0, 0, 0, 2, 268438, 108920, 429605
165, 2, 18330, 1, 1, 0, 0, 0, 0, 0, 0, 211377, 58594, 355882
