branchiness, depthicity, nodeCount, ruleCount, selectorsUsed.tag, selectorsUsed.universal, selectorsUsed.id, selectorsUsed.descendant, selectorsUsed.child, selectorsUsed.adjacentSibling, selectorsUsed.generalSibling, HTMLDocumentParser::processParsedChunkFromBackgroundParser, Document::updateStyle, FrameView::performLayout
50, 2, 2261, 8, 0, 30, 0, 22, 0, 0, 0, 34879, 9729, 47637
50, 2, 1134, 9, 0, 28, 0, 19, 0, 0, 0, 23638, 6300, 28298
50, 2, 1922, 46, 0, 252, 0, 206, 0, 0, 0, 42551, 8715, 36098
50, 2, 1668, 45, 0, 193, 0, 148, 0, 0, 0, 53158, 7557, 20562
50, 2, 1848, 40, 0, 210, 0, 170, 0, 0, 0, 35632, 6779, 31080
50, 2, 1363, 15, 0, 83, 0, 68, 0, 0, 0, 54199, 7272, 27530
50, 2, 2403, 40, 0, 232, 0, 192, 0, 0, 0, 46436, 9322, 47429
50, 2, 1907, 41, 0, 223, 0, 182, 0, 0, 0, 37849, 9057, 28441
50, 2, 1845, 38, 0, 172, 0, 134, 0, 0, 0, 40568, 7595, 28145
50, 2, 2123, 45, 0, 202, 0, 157, 0, 0, 0, 33717, 10577, 30131
50, 2, 1365, 4, 0, 35, 0, 31, 0, 0, 0, 58217, 6558, 19705
50, 2, 1667, 45, 0, 181, 0, 136, 0, 0, 0, 41658, 7239, 26944
50, 2, 1921, 1, 0, 6, 0, 5, 0, 0, 0, 31807, 6449, 25709
50, 2, 1836, 7, 0, 32, 0, 25, 0, 0, 0, 49563, 6296, 20649
50, 2, 2049, 4, 0, 12, 0, 8, 0, 0, 0, 55809, 9106, 32135
50, 2, 1631, 38, 0, 154, 0, 116, 0, 0, 0, 28308, 5615, 23806
50, 2, 1868, 17, 0, 116, 0, 99, 0, 0, 0, 32933, 6498, 27808
50, 2, 1479, 18, 0, 123, 0, 105, 0, 0, 0, 49597, 7728, 30290
50, 2, 2176, 50, 0, 244, 0, 194, 0, 0, 0, 34779, 10097, 45507
50, 2, 1504, 43, 0, 211, 0, 168, 0, 0, 0, 46769, 9368, 32000
